EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
7678	ZNF124	HZF-16|HZF16|ZK7	zinc finger protein 124	chr1
7681	MKRN3	CPPB2|D15S9|RNF63|ZFP127|ZNF127	makorin ring finger protein 3	chr15
7690	ZNF131	ZBTB35|pHZ-10	zinc finger protein 131	chr5
7691	ZNF132	pHZ-12	zinc finger protein 132	chr19
7692	ZNF133	ZNF150|pHZ-13|pHZ-66	zinc finger protein 133	chr20
7693	ZNF134	pHZ-15	zinc finger protein 134	chr19
7694	ZNF135	ZNF61|ZNF78L1|pHZ-17|pT3	zinc finger protein 135	chr19
7695	ZNF136	pHZ-20	zinc finger protein 136	chr19
7699	ZNF140	pHZ-39	zinc finger protein 140	chr12
7700	ZNF141	D4S90|PAPA6|pHZ-44	zinc finger protein 141	chr4
7701	ZNF142	pHZ-49	zinc finger protein 142	chr2
7702	ZNF143	SBF|STAF|pHZ-1	zinc finger protein 143	chr11
7703	PCGF2	MEL-18|RNF110|ZNF144	polycomb group ring finger 2	chr17
7704	ZBTB16	PLZF|ZNF145	zinc finger and BTB domain containing 16	chr11
7705	ZNF146	OZF	zinc finger protein 146	chr19
7706	TRIM25	EFP|RNF147|Z147|ZNF147	tripartite motif containing 25	chr17
7707	ZNF148	BERF-1|BFCOL1|HT-BETA|ZBP-89|ZFP148|pHZ-52	zinc finger protein 148	chr3
7709	ZBTB17	MIZ-1|ZNF151|ZNF60|pHZ-67	zinc finger and BTB domain containing 17	chr1
7710	ZNF154	pHZ-92	zinc finger protein 154	chr19
7711	ZNF155	pHZ-96	zinc finger protein 155	chr19
7712	ZNF157	HZF22	zinc finger protein 157	chrX
7716	VEZF1	DB1|ZNF161	vascular endothelial zinc finger 1	chr17
7718	ZNF165	CT53|LD65|ZSCAN7	zinc finger protein 165	chr6
7726	TRIM26	AFP|RNF95|ZNF173	tripartite motif containing 26	chr6
7727	ZNF174	ZSCAN8	zinc finger protein 174	chr16
7728	ZNF175	OTK18	zinc finger protein 175	chr19
7730	ZNF177	PIGX	zinc finger protein 177	chr19
7733	ZNF180	HHZ168	zinc finger protein 180	chr19
7737	RNF113A	Cwc24|RNF113|ZNF183	ring finger protein 113A	chrX
7738	ZNF184	-	zinc finger protein 184	chr6
7739	ZNF185	-	zinc finger protein 185 (LIM domain)	chrX
7741	ZNF187	SRE-ZBP|ZNF187	zinc finger and SCAN domain containing 26	chr6
7743	ZNF189	-	zinc finger protein 189	chr9
7745	ZNF192	LD5-1|ZNF192|ZSCAN40	zinc finger with KRAB and SCAN domains 8	chr6
7746	ZNF193	PRD51|ZNF193	zinc finger and SCAN domain containing 9	chr6
7748	ZNF195	HRF1|ZNFP104	zinc finger protein 195	chr11
7750	ZMYM2	FIM|MYM|RAMP|SCLL|ZNF198	zinc finger, MYM-type 2	chr13
7752	ZNF200	-	zinc finger protein 200	chr16
7753	ZNF202	ZKSCAN10|ZSCAN42	zinc finger protein 202	chr11
7755	ZNF205	RhitH|ZNF210|Zfp13	zinc finger protein 205	chr16
7756	ZNF207	-	zinc finger protein 207	chr17
7757	ZNF208	PMIDP|ZNF95	zinc finger protein 208	chr19
7761	ZNF214	BAZ-1|BAZ1	zinc finger protein 214	chr11
7762	ZNF215	BAZ-2|BAZ2|ZKSCAN11|ZSCAN43	zinc finger protein 215	chr11
7763	ZFAND5	ZA20D2|ZFAND5A|ZNF216	zinc finger, AN1-type domain 5	chr9
7764	ZNF217	ZABC1	zinc finger protein 217	chr20
7766	ZNF223	-	zinc finger protein 223	chr19
7767	ZNF224	BMZF-2|BMZF2|KOX22|ZNF255|ZNF27	zinc finger protein 224	chr19
7768	ZNF225	-	zinc finger protein 225	chr19
7769	ZNF226	-	zinc finger protein 226	chr19
7770	ZNF227	-	zinc finger protein 227	chr19
7773	ZNF230	FDZF2	zinc finger protein 230	chr19
7775	ZNF232	ZSCAN11	zinc finger protein 232	chr17
7776	ZNF236	ZNF236A|ZNF236B	zinc finger protein 236	chr18
7781	SLC30A3	ZNT3	solute carrier family 30 (zinc transporter), member 3	chr2
7782	SLC30A4	ZNT4	solute carrier family 30 (zinc transporter), member 4	chr15
7783	ZP2	ZPA|Zp-2	zona pellucida glycoprotein 2 (sperm receptor)	chr16
7786	MAP3K12	DLK|MEKK12|MUK|ZPK|ZPKP1	mitogen-activated protein kinase kinase kinase 12	chr12
7791	ZYX	ESP-2|HED-2	zyxin	chr7
7799	PRDM2	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	PR domain containing 2, with ZNF domain	chr1
7802	DNALI1	P28|dJ423B22.5|hp28	dynein, axonemal, light intermediate chain 1	chr1
7803	PTP4A1	HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1	protein tyrosine phosphatase type IVA, member 1	chr6
7804	LRP8	APOER2|HSZ75190|LRP-8|MCI1	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	chr1
7805	LAPTM5	CLAST6	lysosomal protein transmembrane 5	chr1
7812	CSDE1	D1S155E|RP5-1000E10.3|UNR	cold shock domain containing E1, RNA-binding	chr1
7813	EVI5	NB4S	ecotropic viral integration site 5	chr1
7818	DAP3	DAP-3|MRP-S29|MRPS29|bMRP-10	death associated protein 3	chr1
7827	NPHS2	PDCN|SRN1	nephrosis 2, idiopathic, steroid-resistant (podocin)	chr1
7832	BTG2	PC3|TIS21	BTG family, member 2	chr1
7837	PXDN	D2S448|D2S448E|MG50|PRG2|PXN|VPO	peroxidasin homolog (Drosophila)	chr2
7840	ALMS1	ALSS	Alstrom syndrome 1	chr2
7844	RNF103	HKF-1|KF-1|KF1|ZFP-103|ZFP103	ring finger protein 103	chr2
7846	TUBA1A	B-ALPHA-1|LIS3|TUBA3	tubulin, alpha 1a	chr12
7849	PAX8	-	paired box 8	chr2
7850	IL1R2	CD121b|CDw121b|IL-1R-2|IL-1RT-2|IL-1RT2|IL1R2c|IL1RB	interleukin 1 receptor, type II	chr2
7851	MALL	BENE	mal, T-cell differentiation protein-like	chr2
7852	CXCR4	CD184|D2S201E|FB22|HM89|HSY3RR|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM	chemokine (C-X-C motif) receptor 4	chr2
7855	FZD5	C2orf31|HFZ5	frizzled family receptor 5	chr2
7857	SCG2	CHGC|EM66|SN|SgII	secretogranin II	chr2
7862	BRPF1	BR140	bromodomain and PHD finger containing, 1	chr3
7867	MAPKAPK3	3PK|MAPKAP-K3|MAPKAP3|MAPKAPK-3|MK-3	mitogen-activated protein kinase-activated protein kinase 3	chr3
7869	SEMA3B	LUCA-1|SEMA5|SEMAA|SemA|semaV	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	chr3
7874	USP7	HAUSP|TEF1	ubiquitin specific peptidase 7 (herpes virus-associated)	chr16
7879	RAB7A	PRO2706|RAB7	RAB7A, member RAS oncogene family	chr3
7881	KCNAB1	AKR6A3|KCNA1B|KV-BETA-1|Kvb1.3|hKvBeta3|hKvb3	potassium voltage-gated channel, shaker-related subfamily, beta member 1	chr3
7884	SLBP	HBP	stem-loop binding protein	chr4
7903	ST8SIA4	PST|PST1|SIAT8D|ST8SIA-IV	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	chr5
7905	REEP5	C5orf18|D5S346|DP1|TB2|YOP1	receptor accessory protein 5	chr5
7915	ALDH5A1	SSADH|SSDH	aldehyde dehydrogenase 5 family, member A1	chr6
7922	SLC39A7	D6S115E|D6S2244E|H2-KE4|HKE4|KE4|RING5|ZIP7	solute carrier family 39 (zinc transporter), member 7	chr6
7923	HSD17B8	D6S2245E|FABG|FABGL|H2-KE6|HKE6|KE6|RING2|SDR30C1|dJ1033B10.9	hydroxysteroid (17-beta) dehydrogenase 8	chr6
7932	OR2H2	FAT11|OLFR2|OLFR42B|OR2H3|dJ271M21.2|hs6M1-12	olfactory receptor, family 2, subfamily H, member 2	chr6
7936	RDBP	D6S45|NELF-E|RD|RDBP|RDP	negative elongation factor complex member E	chr6
7940	LST1	B144|D6S49E|LST-1	leukocyte specific transcript 1	chr6
7941	PLA2G7	LDL-PLA2|LP-PLA2|PAFAD|PAFAH	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	chr6
7942	TFEB	ALPHATFEB|BHLHE35|TCFEB	transcription factor EB	chr6
7957	EPM2A	EPM2|MELF	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	chr6
7975	MAFK	NFE2U|P18	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	chr7
7976	FZD3	Fz-3	frizzled family receptor 3	chr8
7978	MTERF	-	mitochondrial transcription termination factor	chr7
7979	SHFM1	DSS1|ECD|SEM1|SHFD1|SHSF1|Shfdg1	split hand/foot malformation (ectrodactyly) type 1	chr7
7980	TFPI2	PP5|REF1|TFPI-2	tissue factor pathway inhibitor 2	chr7
7982	ST7	ETS7q|FAM4A|FAM4A1|HELG|RAY1|SEN4|TSG7	suppression of tumorigenicity 7	chr7
7984	ARHGEF5	GEF5|P60|TIM|TIM1	Rho guanine nucleotide exchange factor (GEF) 5	chr7
7988	ZNF212	C2H2-150|ZNF182|ZNFC150	zinc finger protein 212	chr7
7991	TUSC3	D8S1992|M33|MRT22|MRT7|N33|OST3A	tumor suppressor candidate 3	chr8
8001	GLRA3	-	glycine receptor, alpha 3	chr4
8013	NR4A3	CHN|CSMF|MINOR|NOR1|TEC	nuclear receptor subfamily 4, group A, member 3	chr9
8019	BRD3	ORFX|RING3L	bromodomain containing 3	chr9
8021	NUP214	CAIN|CAN|D9S46E|N214|p250	nucleoporin 214kDa	chr9
8022	LHX3	CPHD3|LIM3|M2-LHX3	LIM homeobox 3	chr9
8027	STAM	STAM-1|STAM1	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	chr10
8028	MLLT10	AF10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	chr10
8029	CUBN	IFCR|MGA1|gp280	cubilin (intrinsic factor-cobalamin receptor)	chr10
8030	CCDC6	D10S170|H4|PTC|TPC|TST1	coiled-coil domain containing 6	chr10
8031	NCOA4	ARA70|ELE1|PTC3|RFG	nuclear receptor coactivator 4	chr10
8034	SLC25A16	D10S105E|GDA|GDC|HGT.1|ML7|hML7	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	chr10
8036	SHOC2	SIAA0862|SOC2|SUR8	soc-2 suppressor of clear homolog (C. elegans)	chr10
8038	ADAM12	MCMP|MCMPMltna|MLTN|MLTNA	ADAM metallopeptidase domain 12	chr10
8045	RASSF7	C11orf13|HRAS1|HRC1	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	chr11
8048	CSRP3	CLP|CMD1M|CMH12|CRP3|LMO4|MLP	cysteine and glycine-rich protein 3 (cardiac LIM protein)	chr11
8050	PDHX	DLDBP|E3BP|OPDX|PDX1|proX	pyruvate dehydrogenase complex, component X	chr11
8061	FOSL1	FRA|FRA1|fra-1	FOS-like antigen 1	chr11
8065	CUL5	VACM-1|VACM1	cullin 5	chr11
8073	PTP4A2	HH13|HH7-2|HU-PP-1|OV-1|PRL-2|PRL2|PTP4A|PTPCAAX2|ptp-IV1a|ptp-IV1b	protein tyrosine phosphatase type IVA, member 2	chr1
8074	FGF23	ADHR|FGFN|HPDR2|HYPF|PHPTC	fibroblast growth factor 23	chr12
8076	MFAP5	MAGP2|MP25	microfibrillar associated protein 5	chr12
8078	USP5	ISOT	ubiquitin specific peptidase 5 (isopeptidase T)	chr12
8079	MLF2	NTN4	myeloid leukemia factor 2	chr12
8082	SSPN	DAGA5|KRAG|NSPN|SPN1|SPN2	sarcospan	chr12
8085	MLL2	AAD10|ALR|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21	lysine (K)-specific methyltransferase 2D	chr12
8086	AAAS	AAA|AAASb|ADRACALA|ADRACALIN|ALADIN	achalasia, adrenocortical insufficiency, alacrimia	chr12
8087	FXR1	FXR1P	fragile X mental retardation, autosomal homolog 1	chr3
8089	YEATS4	4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9	YEATS domain containing 4	chr12
8091	HMGA2	BABL|HMGI-C|HMGIC|LIPO|STQTL9	high mobility group AT-hook 2	chr12
8099	CDK2AP1	DOC1|DORC1|ST19|doc-1|p12DOC-1	cyclin-dependent kinase 2 associated protein 1	chr12
8100	IFT88	D13S1056E|DAF19|TG737|TTC10|hTg737	intraflagellar transport 88 homolog (Chlamydomonas)	chr13
8106	PABPN1	OPMD|PAB2|PABII|PABP-2|PABP2	poly(A) binding protein, nuclear 1	chr14
8111	GPR68	GPR12A|OGR1	G protein-coupled receptor 68	chr14
8120	AP3B2	NAPTB	adaptor-related protein complex 3, beta 2 subunit	chr15
8123	PAR5	D15S226E|PAR5	Prader Willi/Angelman region RNA 5	chr15
8128	ST8SIA2	HsT19690|SIAT8B|ST8SIA-II|STX	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	chr15
8139	GAN	GAN1|KLHL16	gigaxonin	chr16
8140	SLC7A5	4F2LC|CD98|D16S469E|E16|LAT1|MPE16|hLAT1	solute carrier family 7 (amino acid transporter light chain, L system), member 5	chr16
8148	TAF15	Npl3|RBP56|TAF2N|TAFII68	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	chr17
8153	RND2	ARHN|RHO7|RhoN	Rho family GTPase 2	chr17
8161	COIL	CLN80|p80-coilin	coilin	chr17
8165	AKAP1	AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|PPP1R43|PRKA1|SAKAP84|TDRD17	A kinase (PRKA) anchor protein 1	chr17
8170	SLC14A2	HUT2|UT-A2|UT2|UTA|UTR|hUT-A6	solute carrier family 14 (urea transporter), member 2	chr18
8174	MADCAM1	MACAM1	mucosal vascular addressin cell adhesion molecule 1	chr19
8175	SF3A2	PRP11|PRPF11|SAP62|SF3a66	splicing factor 3a, subunit 2, 66kDa	chr19
8178	ELL	C19orf17|ELL1|MEN|PPP1R68	elongation factor RNA polymerase II	chr19
8187	ZNF239	HOK-2|MOK2	zinc finger protein 239	chr10
8189	SYMPK	SPK|SYM	symplekin	chr19
8190	MIA	CD-RAP	melanoma inhibitory activity	chr19
8192	CLPP	PRLTS3	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	chr19
8193	DPF1	BAF45b|NEUD4|neuro-d4	D4, zinc and double PHD fingers family 1	chr19
8195	MKKS	BBS6|HMCS|KMS|MKS	McKusick-Kaufman syndrome	chr20
8202	NCOA3	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	nuclear receptor coactivator 3	chr20
8204	NRIP1	RIP140	nuclear receptor interacting protein 1	chr21
8208	CHAF1B	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	chromatin assembly factor 1, subunit B (p60)	chr21
8216	LZTR1	BTBD29|LZTR-1	leucine-zipper-like transcription regulator 1	chr22
8218	CLTCL1	CHC22|CLH22|CLTCL|CLTD	clathrin, heavy chain-like 1	chr22
8220	DGCR14	DGCR13|DGS-H|DGS-I|DGSH|DGSI|ES2|Es2el	DiGeorge syndrome critical region gene 14	chr22
8224	SYN3	-	synapsin III	chr22
8228	PNPLA4	DXS1283E|GS2|iPLA2eta	patatin-like phospholipase domain containing 4	chrX
8233	ZRSR2	U2AF1-RS2|U2AF1L2|U2AF1RS2|URP	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2	chrX
8237	USP11	UHX1	ubiquitin specific peptidase 11	chrX
8239	USP9X	DFFRX|FAF|FAM	ubiquitin specific peptidase 9, X-linked	chrX
8241	RBM10	DXS8237E|GPATC9|GPATCH9|S1-1|TARPS|ZRANB5	RNA binding motif protein 10	chrX
8243	SMC1A	CDLS2|DXS423E|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB	structural maintenance of chromosomes 1A	chrX
8266	UBL4A	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	ubiquitin-like 4A	chrX
8269	TMEM187	CXorf12|DXS9878E|ITBA1	transmembrane protein 187	chrX
8270	LAGE3	CVG5|DXS9879E|DXS9951E|ESO3|ITBA2	L antigen family, member 3	chrX
8273	SLC10A3	DXS253E|P3	solute carrier family 10, member 3	chrX
8277	TKTL1	TKR|TKT2	transketolase-like 1	chrX
8289	ARID1A	B120|BAF250|BAF250a|BM029|C1orf4|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1	AT rich interactive domain 1A (SWI-like)	chr1
8290	HIST3H3	H3.4|H3/g|H3FT|H3t	histone cluster 3, H3	chr1
8291	DYSF	FER1L1|LGMD2B|MMD1	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	chr2
8292	COLQ	EAD	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	chr3
8295	TRRAP	PAF350/400|PAF400|STAF40|TR-AP|Tra1	transformation/transcription domain-associated protein	chr7
8301	PICALM	CALM|CLTH|LAP	phosphatidylinositol binding clathrin assembly protein	chr11
8302	KLRC4	NKG2-F|NKG2F	killer cell lectin-like receptor subfamily C, member 4	chr12
8303	SNN	-	stannin	chr16
8309	ACOX2	BCOX|BRCACOX|BRCOX|THCCox	acyl-CoA oxidase 2, branched chain	chr3
8310	ACOX3	-	acyl-CoA oxidase 3, pristanoyl	chr4
8312	AXIN1	AXIN|PPP1R49	axin 1	chr16
8314	BAP1	HUCEP-13|UCHL2	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	chr3
8315	BRAP	BRAP2|IMP|RNF52	BRCA1 associated protein	chr12
8317	CDC7	CDC7L1|HsCDC7|Hsk1|huCDC7	cell division cycle 7	chr1
8321	FZD1	-	frizzled family receptor 1	chr7
8322	FZD4	CD344|EVR1|FEVR|FZD4S|Fz-4|Fz4|FzE4|GPCR|hFz4	frizzled family receptor 4	chr11
8323	FZD6	FZ-6|FZ6|HFZ6|NDNC10	frizzled family receptor 6	chr8
8324	FZD7	FzE3	frizzled family receptor 7	chr2
8325	FZD8	FZ-8|hFZ8	frizzled family receptor 8	chr10
8326	FZD9	CD349|FZD3	frizzled family receptor 9	chr7
8328	GFI1B	-	growth factor independent 1B transcription repressor	chr9
8330	HIST1H2AK	H2A/d|H2AFD	histone cluster 1, H2ak	chr6
8334	HIST1H2AC	H2A/l|H2AFL|dJ221C16.4	histone cluster 1, H2ac	chr6
8336	HIST1H2AM	H2A.1|H2A/n|H2AFN|dJ193B12.1	histone cluster 1, H2am	chr6
8341	HIST1H2BN	H2B/d|H2BFD	histone cluster 1, H2bn	chr6
8342	HIST1H2BM	H2B/e|H2BFE|dJ160A22.3	histone cluster 1, H2bm	chr6
8348	HIST1H2BO	H2B.2|H2B/n|H2BFN|dJ193B12.2	histone cluster 1, H2bo	chr6
8349	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	histone cluster 2, H2be	chr1
8353	HIST1H3E	H3.1|H3/d|H3FD	histone cluster 1, H3e	chr6
8354	HIST1H3I	H3.f|H3/f|H3FF	histone cluster 1, H3i	chr6
8368	HIST1H4L	H4.k|H4/k|H4FK	histone cluster 1, H4l	chr6
8369	HIST1H4G	H4/l|H4FL	histone cluster 1, H4g	chr6
8379	MAD1L1	MAD1|PIG9|TP53I9|TXBP181	MAD1 mitotic arrest deficient-like 1 (yeast)	chr7
8382	NME5	NM23-H5|NM23H5|RSPH23	NME/NM23 family member 5	chr5
8383	OR1A1	OR17-7	olfactory receptor, family 1, subfamily A, member 1	chr17
8390	OR1G1	OR17-130|OR17-209|OR1G2	olfactory receptor, family 1, subfamily G, member 1	chr17
8394	PIP5K1A	-	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	chr1
8395	PIP5K1B	MSS4|STM7	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	chr9
8398	PLA2G6	CaI-PLA2|GVI|INAD1|IPLA2-VIA|NBIA2|NBIA2A|NBIA2B|PARK14|PLA2|PNPLA9|iPLA2|iPLA2beta	phospholipase A2, group VI (cytosolic, calcium-independent)	chr22
8399	PLA2G10	GXPLA2|GXSPLA2|SPLA2	phospholipase A2, group X	chr16
8402	SLC25A11	OGC|SLC20A4	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	chr17
8403	SOX14	SOX28	SRY (sex determining region Y)-box 14	chr3
8404	SPARCL1	PIG33|SC1	SPARC-like 1 (hevin)	chr4
8405	SPOP	BTBD32|TEF2	speckle-type POZ protein	chr17
8406	SRPX	DRS|ETX1|SRPX1	sushi-repeat containing protein, X-linked	chrX
8407	TAGLN2	HA1756	transgelin 2	chr1
8408	ULK1	ATG1|ATG1A|UNC51|Unc51.1|hATG1	unc-51 like autophagy activating kinase 1	chr12
8409	UXT	ART-27|STAP1	ubiquitously-expressed, prefoldin-like chaperone	chrX
8411	EEA1	MST105|MSTP105|ZFYVE2	early endosome antigen 1	chr12
8412	BCAR3	NSP2|SH2D3B	breast cancer anti-estrogen resistance 3	chr1
8416	ANXA9	ANX31	annexin A9	chr1
8419	BFSP2	CP47|CP49|CTRCT12|LIFL-L|PHAKOSIN	beaded filament structural protein 2, phakinin	chr3
8424	BBOX1	BBH|BBOX|G-BBH|gamma-BBH	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	chr11
8425	LTBP4	ARCL1C|LTBP-4|LTBP4L|LTBP4S	latent transforming growth factor beta binding protein 4	chr19
8427	ZNF282	HUB1	zinc finger protein 282	chr7
8428	STK24	MST3|MST3B|STE20|STK3	serine/threonine kinase 24	chr13
8431	NR0B2	SHP|SHP1	nuclear receptor subfamily 0, group B, member 2	chr1
8433	UTF1	-	undifferentiated embryonic cell transcription factor 1	chr10
8434	RECK	ST15	reversion-inducing-cysteine-rich protein with kazal motifs	chr9
8435	SOAT2	ACACT2|ACAT2|ARGP2	sterol O-acyltransferase 2	chr12
8436	SDPR	CAVIN2|PS-p68|SDR|cavin-2	serum deprivation response	chr2
8437	RASAL1	RASAL	RAS protein activator like 1 (GAP1 like)	chr12
8438	RAD54L	HR54|RAD54A|hHR54|hRAD54	RAD54-like (S. cerevisiae)	chr1
8439	NSMAF	FAN	neutral sphingomyelinase (N-SMase) activation associated factor	chr8
8440	NCK2	GRB4|NCKbeta	NCK adaptor protein 2	chr2
8443	GNPAT	DAP-AT|DAPAT|DHAPAT	glyceronephosphate O-acyltransferase	chr1
8444	DYRK3	DYRK5|RED|REDK|hYAK3-2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	chr1
8445	DYRK2	-	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	chr12
8446	DUSP11	PIR1	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	chr2
8448	DOC2A	Doc2	double C2-like domains, alpha	chr16
8449	DHX16	DBP2|DDX16|PRO2014|PRP8|PRPF2|Prp2	DEAH (Asp-Glu-Ala-His) box polypeptide 16	chr6
8450	CUL4B	MRXHF2|MRXS15|MRXSC|SFM2	cullin 4B	chrX
8451	CUL4A	-	cullin 4A	chr13
8452	CUL3	CUL-3|PHA2E	cullin 3	chr2
8453	CUL2	-	cullin 2	chr10
8454	CUL1	-	cullin 1	chr7
8455	ATRN	DPPT-L|MGCA	attractin	chr20
8456	FOXN1	FKHL20|RONU|WHN	forkhead box N1	chr17
8458	TTF2	HuF2	transcription termination factor, RNA polymerase II	chr1
8459	TPST2	TANGO13B	tyrosylprotein sulfotransferase 2	chr22
8460	TPST1	TANGO13A	tyrosylprotein sulfotransferase 1	chr7
8462	KLF11	FKLF|FKLF1|MODY7|TIEG2|Tieg3	Kruppel-like factor 11	chr2
8464	SUPT3H	SPT3|SPT3L	suppressor of Ty 3 homolog (S. cerevisiae)	chr6
8467	SMARCA5	ISWI|SNF2H|WCRF135|hISWI|hSNF2H	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	chr4
8468	FKBP6	FKBP36	FK506 binding protein 6, 36kDa	chr7
8470	SORBS2	ARGBP2|PRO0618	sorbin and SH3 domain containing 2	chr4
8471	IRS4	IRS-4|PY160	insulin receptor substrate 4	chrX
8473	OGT	HRNT1|O-GLCNAC	O-linked N-acetylglucosamine (GlcNAc) transferase	chrX
8476	CDC42BPA	MRCK|MRCKA|PK428	CDC42 binding protein kinase alpha (DMPK-like)	chr1
8477	GPR65	TDAG8|hTDAG8	G protein-coupled receptor 65	chr14
8479	HIRIP3	-	HIRA interacting protein 3	chr16
8480	RAE1	MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1	RAE1 RNA export 1 homolog (S. pombe)	chr20
8481	OFD1	71-7A|CXorf5|JBTS10|RP23|SGBS2	oral-facial-digital syndrome 1	chrX
8482	SEMA7A	CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|SEMAK1|SEMAL	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	chr15
8483	CILP	CILP-1|HsT18872	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	chr15
8484	GALR3	-	galanin receptor 3	chr22
8487	SIP1	SIP1|SIP1-delta	gem (nuclear organelle) associated protein 2	chr14
8490	RGS5	MST092|MST106|MST129|MSTP032|MSTP092|MSTP106|MSTP129	regulator of G-protein signaling 5	chr1
8491	MAP4K3	GLK|MAPKKKK3|MEKKK 3|MEKKK3|RAB8IPL1	mitogen-activated protein kinase kinase kinase kinase 3	chr2
8492	PRSS12	BSSP-3|BSSP3|MRT1	protease, serine, 12 (neurotrypsin, motopsin)	chr4
8493	PPM1D	PP2C-DELTA|WIP1	protein phosphatase, Mg2+/Mn2+ dependent, 1D	chr17
8495	PPFIBP2	Cclp1	PTPRF interacting protein, binding protein 2 (liprin beta 2)	chr11
8496	PPFIBP1	L2|SGT2|hSGT2|hSgt2p	PTPRF interacting protein, binding protein 1 (liprin beta 1)	chr12
8497	PPFIA4	-	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	chr1
8498	RANBP3	-	RAN binding protein 3	chr19
8499	PPFIA2	-	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	chr12
8500	PPFIA1	LIP.1|LIP1|LIPRIN	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	chr11
8501	SLC43A1	LAT3|PB39|POV1|R00504	solute carrier family 43 (amino acid system L transporter), member 1	chr11
8503	PIK3R3	p55|p55-GAMMA	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	chr1
8504	PEX3	PBD10A|TRG18	peroxisomal biogenesis factor 3	chr6
8505	PARG	PARG99	poly (ADP-ribose) glycohydrolase	chr10
8506	CNTNAP1	CASPR|CNTNAP|NRXN4|P190	contactin associated protein 1	chr17
8507	ENC1	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	ectodermal-neural cortex 1 (with BTB domain)	chr5
8508	NIPSNAP1	-	nipsnap homolog 1 (C. elegans)	chr22
8509	NDST2	HSST2|NST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	chr10
8510	MMP23B	MIFR|MIFR-1|MMP22|MMP23A	matrix metallopeptidase 23B	chr1
8513	LIPF	GL|HGL|HLAL	lipase, gastric	chr10
8514	KCNAB2	AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	chr1
8515	ITGA10	PRO827	integrin, alpha 10	chr1
8516	ITGA8	-	integrin, alpha 8	chr10
